ScannerAge,OperatingHours,ScansPerformed,DaysSinceMaintenance,TubeWear,HeatLoad,TubeArcs,FilamentCurrent,FocalSpotDrift,GantryVibration,BearingTemperature,DetectorTemperature,DetectorDropouts,SNR,CoolantFlow,CoolantTemperature,ChillerCycles,Voltage,UPSHealth,WarningCodes,ErrorCodes,HealthScore,RULDays,FailureProbability,ComponentAtRisk
11.7,21575.0,79888.0,120,79.5,79.9,15,5.19,0.82,0.64,45.3,29.5,0,24.3,5.4,43.2,118,403.3,55.5,14,4,5.0,12.0,0.98,X-Ray Tube Anode
11.6,23828.0,76239.0,70,92.6,94.5,20,5.44,0.96,0.65,50.6,32.6,0,22.2,5.1,42.1,117,393.6,55.3,17,3,5.0,25.0,0.95,X-Ray Tube Anode
3.4,8300.0,25254.0,156,21.8,39.5,4,4.46,0.28,0.3,41.8,27.4,0,31.1,6.0,29.6,84,392.8,89.7,3,1,56.3,186.0,0.46,Coolant Loop Unit
6.2,13737.0,36576.0,95,56.7,58.1,11,4.64,0.64,0.34,35.4,28.4,2,25.8,5.5,39.1,107,390.3,72.6,6,1,34.9,119.0,0.69,X-Ray Tube Anode
4.0,8620.0,32878.0,99,23.4,40.4,5,4.54,0.31,0.27,45.8,26.5,0,29.9,6.1,29.0,87,401.2,82.4,5,5,40.9,142.0,0.59,High Voltage Power Supply
3.8,7507.0,27585.0,167,33.5,53.5,7,4.59,0.45,0.2,40.7,27.8,1,30.1,5.0,33.9,101,397.2,82.6,5,4,37.7,140.0,0.6,Coolant Loop Unit
0.9,1902.0,5234.0,42,5.0,27.7,2,4.24,0.18,0.28,41.4,24.5,0,31.1,6.5,22.4,74,398.9,96.8,1,3,65.7,229.0,0.35,Coolant Loop Unit
7.5,18225.0,59566.0,151,47.8,58.7,8,4.69,0.57,0.65,48.1,28.1,0,29.6,5.3,36.5,99,396.2,73.8,9,0,31.9,105.0,0.71,Coolant Loop Unit
6.3,14236.0,45996.0,70,63.3,73.1,13,4.97,0.66,0.51,47.5,29.8,0,23.5,5.4,38.4,103,396.5,77.6,18,0,14.6,52.0,0.85,X-Ray Tube Anode
1.1,2567.0,8826.0,2,14.2,22.2,3,4.45,0.32,0.01,36.6,23.5,1,31.9,7.8,20.9,64,395.1,94.7,3,0,74.4,256.0,0.28,Coolant Loop Unit
3.7,7846.0,30751.0,152,42.2,53.6,9,5.07,0.5,0.33,43.4,26.9,2,28.7,5.9,33.9,90,404.0,87.8,9,1,38.9,135.0,0.59,X-Ray Tube Anode
10.9,24530.0,82657.0,145,81.4,84.0,17,5.19,0.84,0.72,54.0,31.5,0,20.8,4.4,43.6,119,400.3,60.6,16,3,5.0,12.0,0.95,X-Ray Tube Anode
3.3,6425.0,21268.0,109,20.5,43.4,5,4.67,0.25,0.32,45.9,26.2,0,29.4,6.7,27.8,81,411.7,92.0,4,1,58.1,208.0,0.42,Coolant Loop Unit
2.2,4969.0,12798.0,65,20.9,28.9,3,4.5,0.28,0.21,45.6,23.9,1,32.1,7.2,21.7,65,397.6,94.2,3,0,66.8,221.0,0.33,Coolant Loop Unit
6.1,12866.0,33379.0,70,56.0,59.3,12,4.86,0.61,0.39,41.1,30.3,0,25.4,6.6,33.5,90,412.6,75.0,11,1,29.9,105.0,0.68,X-Ray Tube Anode
11.8,24969.0,69440.0,69,88.2,85.3,19,5.28,0.85,0.73,49.4,34.1,0,22.3,4.7,43.0,114,397.7,56.3,18,3,5.0,13.0,0.94,X-Ray Tube Anode
3.3,7403.0,18868.0,121,33.1,38.1,8,4.41,0.38,0.1,38.3,26.6,2,28.8,6.7,28.3,81,404.1,86.6,6,1,51.7,178.0,0.44,X-Ray Tube Anode
8.2,20207.0,73048.0,109,76.3,75.4,17,5.16,0.78,0.53,44.3,31.1,0,26.0,4.9,41.3,113,395.1,67.1,17,3,5.0,16.0,0.96,X-Ray Tube Anode
9.3,17080.0,61233.0,60,53.5,52.6,10,4.54,0.58,0.54,44.9,27.3,1,28.1,6.0,28.7,90,403.9,69.6,12,1,27.5,87.0,0.73,X-Ray Tube Anode
3.2,7685.0,20782.0,178,24.7,34.0,4,4.37,0.23,0.35,44.0,27.7,1,29.0,5.9,25.6,74,381.5,89.8,5,0,57.0,181.0,0.45,Coolant Loop Unit
8.9,17790.0,66787.0,93,75.3,71.5,18,5.12,0.77,0.48,48.3,33.2,0,22.9,5.1,38.2,108,390.0,66.9,16,3,5.0,21.0,0.95,X-Ray Tube Anode
4.7,9983.0,27275.0,12,25.4,38.4,3,4.68,0.31,0.31,45.7,26.4,2,31.4,7.3,24.1,76,392.2,83.6,4,1,53.1,178.0,0.43,Coolant Loop Unit
7.8,14108.0,41643.0,103,61.5,62.1,10,5.15,0.65,0.3,41.0,28.7,1,26.7,6.0,33.0,94,416.4,70.2,8,1,32.9,113.0,0.68,X-Ray Tube Anode
7.8,15655.0,44983.0,175,64.9,65.3,14,4.94,0.74,0.58,49.2,30.3,0,27.2,5.2,35.1,98,408.4,74.3,13,1,14.3,58.0,0.84,X-Ray Tube Anode
6.7,14334.0,43841.0,112,55.3,54.7,13,4.89,0.7,0.52,47.2,28.8,0,27.9,5.8,34.9,98,402.1,74.9,12,1,25.7,90.0,0.76,X-Ray Tube Anode
1.5,2829.0,8155.0,65,5.0,16.7,2,4.41,0.18,0.18,39.0,23.3,2,27.7,7.9,23.9,71,396.7,87.4,2,0,74.4,238.0,0.25,Coolant Loop Unit
10.1,21665.0,70052.0,155,74.2,62.9,18,4.89,0.71,0.66,47.1,30.3,0,26.6,5.4,36.8,108,395.3,59.6,14,1,10.5,30.0,0.94,X-Ray Tube Anode
4.2,10259.0,31916.0,48,37.8,40.4,6,4.71,0.42,0.45,42.0,28.3,3,28.7,6.7,32.1,94,395.2,87.9,6,0,45.2,144.0,0.53,Coolant Loop Unit
2.6,4956.0,19724.0,88,10.8,29.2,1,4.21,0.23,0.12,39.6,24.3,2,32.2,6.8,28.3,77,405.4,89.0,3,1,68.3,228.0,0.32,Coolant Loop Unit
1.0,2263.0,5846.0,62,6.4,30.2,3,4.25,0.18,0.04,33.3,29.4,1,27.6,6.7,27.5,78,400.7,96.5,3,0,70.7,239.0,0.3,Coolant Loop Unit
7.3,15224.0,41306.0,44,68.1,61.1,14,4.95,0.76,0.54,41.6,27.0,2,25.7,5.8,36.0,103,407.2,72.8,18,0,10.6,49.0,0.89,X-Ray Tube Anode
8.3,18728.0,48305.0,147,72.7,63.1,15,5.14,0.75,0.63,48.7,28.3,2,25.8,5.1,34.5,94,404.5,65.5,14,3,5.0,22.0,0.92,X-Ray Tube Anode
0.7,1369.0,4708.0,136,5.0,28.5,1,4.34,0.13,0.01,39.6,25.8,0,29.9,6.0,23.3,66,403.3,93.1,0,0,80.0,274.0,0.2,Coolant Loop Unit
6.4,12214.0,31533.0,55,46.5,48.6,9,4.89,0.61,0.33,33.9,31.2,2,28.9,6.0,29.7,81,393.7,79.7,10,1,35.5,123.0,0.61,X-Ray Tube Anode
3.1,5937.0,22292.0,108,31.9,51.3,6,4.63,0.39,0.34,41.7,27.3,0,30.4,5.6,33.9,93,393.7,91.0,5,3,44.4,153.0,0.54,Coolant Loop Unit
7.9,14646.0,47861.0,47,68.9,72.5,17,5.05,0.67,0.47,47.4,29.1,1,25.2,6.2,36.3,101,401.0,67.0,11,1,15.9,45.0,0.84,X-Ray Tube Anode
2.5,4835.0,15909.0,2,22.7,32.4,5,4.75,0.38,0.24,34.9,26.7,1,32.9,7.1,27.2,73,403.0,93.6,6,2,54.0,177.0,0.48,Coolant Loop Unit
8.4,19129.0,63938.0,113,77.6,70.1,14,4.9,0.72,0.47,44.6,30.0,2,25.3,5.6,33.2,95,398.5,67.7,8,4,8.5,31.0,0.92,X-Ray Tube Anode
4.9,11959.0,32961.0,167,49.7,55.2,12,5.05,0.37,0.42,40.9,29.6,0,29.2,5.1,34.8,96,390.0,82.1,11,2,26.6,90.0,0.73,X-Ray Tube Anode
11.3,26714.0,74708.0,173,98.0,80.2,20,5.33,1.02,0.65,46.3,31.5,1,21.5,4.6,38.8,106,401.8,59.4,18,4,5.0,19.0,0.94,X-Ray Tube Anode
2.1,4745.0,14132.0,160,22.8,28.3,7,4.56,0.35,0.02,34.2,24.1,1,31.7,5.9,24.7,71,406.1,93.5,6,0,61.9,218.0,0.37,Coolant Loop Unit
4.4,8302.0,28146.0,166,45.4,45.3,8,4.7,0.53,0.33,38.9,31.0,2,29.1,5.7,33.9,92,391.2,85.9,5,0,46.1,153.0,0.56,X-Ray Tube Anode
1.8,3614.0,10175.0,11,11.1,33.3,6,4.23,0.13,0.26,37.1,21.6,1,34.4,8.3,29.4,86,397.7,91.4,7,1,62.4,210.0,0.35,Coolant Loop Unit
11.1,22456.0,60058.0,138,79.1,75.7,15,5.22,0.81,0.63,48.6,33.8,1,25.0,4.6,37.1,109,392.4,63.2,15,6,5.0,18.0,0.93,X-Ray Tube Anode
10.6,20914.0,82718.0,112,78.3,65.0,15,5.3,0.79,0.56,54.1,31.2,0,26.2,5.4,35.4,106,407.7,66.0,14,4,5.0,8.0,0.92,X-Ray Tube Anode
3.5,7489.0,18969.0,90,25.5,41.3,6,4.58,0.3,0.39,45.8,25.8,1,32.5,6.0,29.1,84,416.0,87.9,6,0,50.1,163.0,0.51,Coolant Loop Unit
8.1,17594.0,65171.0,55,83.2,76.7,16,5.12,0.92,0.5,49.1,34.0,0,19.7,6.0,39.6,109,410.5,67.5,17,3,5.0,24.0,0.98,X-Ray Tube Anode
9.9,20289.0,74706.0,148,87.0,81.2,17,5.79,0.83,0.59,50.3,29.7,0,23.5,5.2,39.2,110,387.3,65.6,16,4,5.0,16.0,0.96,X-Ray Tube Anode
6.9,14098.0,41529.0,17,51.3,50.2,10,5.0,0.58,0.56,45.3,29.5,1,24.4,6.4,29.6,83,402.8,73.3,10,0,29.1,96.0,0.72,X-Ray Tube Anode
6.6,15686.0,42407.0,68,69.2,69.5,15,5.17,0.78,0.44,45.6,27.2,1,23.7,5.6,37.3,113,404.4,74.8,11,1,17.3,60.0,0.82,X-Ray Tube Anode
3.3,7719.0,20984.0,133,29.8,50.5,5,4.51,0.39,0.2,42.8,26.3,1,28.9,5.9,31.8,90,413.9,84.7,4,1,52.6,170.0,0.48,Coolant Loop Unit
1.6,3166.0,11226.0,151,25.7,29.5,7,4.42,0.39,0.2,41.9,23.8,2,30.2,6.3,27.8,85,395.4,97.7,4,0,59.3,200.0,0.39,Coolant Loop Unit
10.8,26392.0,91428.0,174,98.0,84.3,19,5.33,1.01,0.7,50.9,31.0,1,24.9,4.0,40.7,114,399.0,60.8,17,5,5.0,14.0,0.94,X-Ray Tube Anode
10.9,26778.0,98387.0,52,94.8,81.2,20,5.5,0.97,0.75,53.1,31.8,1,21.1,5.1,39.8,108,390.6,65.0,18,4,5.0,19.0,0.95,X-Ray Tube Anode
7.8,15785.0,61659.0,138,61.6,58.1,11,4.79,0.67,0.37,50.4,27.7,1,27.0,5.0,36.1,104,389.2,73.9,9,1,26.9,81.0,0.73,X-Ray Tube Anode
4.4,9009.0,31874.0,174,33.4,40.9,6,4.44,0.43,0.31,44.2,23.9,5,32.6,6.1,29.0,81,400.5,81.2,5,1,46.7,155.0,0.57,Detector Array
4.5,9727.0,26591.0,156,28.2,46.1,5,4.62,0.33,0.31,41.0,28.2,1,29.1,6.0,27.2,78,411.7,80.9,4,0,59.6,200.0,0.42,Coolant Loop Unit
8.8,21757.0,62336.0,97,91.7,92.5,19,5.35,0.86,0.71,50.3,33.2,1,25.6,5.4,46.0,125,400.2,67.5,18,7,5.0,15.0,0.95,X-Ray Tube Anode
10.8,26105.0,98242.0,171,98.0,82.6,22,5.26,1.03,0.81,49.8,32.5,0,19.6,4.0,41.5,111,400.4,61.0,17,3,5.0,22.0,0.98,X-Ray Tube Anode
10.7,20031.0,56367.0,154,71.1,70.7,15,4.89,0.8,0.63,55.9,30.7,2,23.8,5.1,37.5,97,389.9,60.3,14,0,9.8,29.0,0.95,X-Ray Tube Anode
9.5,19646.0,51253.0,48,86.4,83.2,19,5.45,0.89,0.61,53.1,33.4,0,25.4,5.5,45.4,123,401.2,69.1,17,9,5.0,32.0,0.95,X-Ray Tube Anode
7.9,17244.0,61300.0,29,64.1,65.3,13,5.02,0.65,0.5,46.3,29.7,1,24.9,6.3,39.2,108,395.6,71.7,13,1,19.8,71.0,0.81,X-Ray Tube Anode
1.5,3159.0,9804.0,27,12.4,27.4,5,4.14,0.13,0.18,45.6,26.8,3,30.6,7.6,26.1,78,396.4,94.7,4,2,57.5,193.0,0.4,Detector Array
2.4,4566.0,17716.0,146,17.2,25.9,5,4.21,0.26,0.08,38.7,23.9,2,33.9,7.7,21.6,57,413.7,87.5,7,0,64.6,223.0,0.36,Coolant Loop Unit
10.8,26013.0,90404.0,104,98.0,88.4,25,5.32,0.91,0.56,45.9,31.5,1,23.7,6.1,43.8,118,396.5,55.7,19,4,5.0,21.0,0.94,X-Ray Tube Anode
7.5,16995.0,44792.0,60,71.8,68.3,15,5.17,0.67,0.6,50.8,32.3,2,22.1,6.0,32.6,83,397.3,75.4,16,1,11.1,36.0,0.85,X-Ray Tube Anode
0.6,1446.0,5670.0,106,5.0,29.4,1,4.35,0.14,0.14,39.3,27.6,1,32.3,7.3,25.3,81,401.7,93.9,0,2,67.1,234.0,0.35,Coolant Loop Unit
1.7,4003.0,11559.0,69,26.4,43.7,5,4.69,0.3,0.15,40.7,28.1,1,28.4,6.2,28.8,93,371.7,92.3,4,0,62.0,206.0,0.38,Coolant Loop Unit
8.1,18894.0,56791.0,114,79.6,68.4,21,4.93,0.83,0.64,45.0,28.9,1,24.2,5.3,35.4,104,393.8,70.3,19,3,5.0,20.0,0.93,X-Ray Tube Anode
0.6,1176.0,3651.0,21,11.4,19.7,3,4.37,0.19,0.02,33.1,22.9,0,32.1,7.4,23.0,72,385.7,97.4,3,0,75.3,255.0,0.21,Coolant Loop Unit
2.3,5233.0,13484.0,152,14.7,38.4,2,4.59,0.2,0.13,42.4,28.6,0,29.4,6.1,29.7,86,395.6,89.3,4,1,61.6,211.0,0.37,Coolant Loop Unit
6.8,13023.0,42258.0,102,43.2,50.9,11,4.92,0.4,0.33,47.3,30.0,0,28.3,6.2,33.1,94,415.2,72.7,9,0,40.7,140.0,0.58,X-Ray Tube Anode
8.5,19210.0,51579.0,131,86.3,87.6,19,5.29,0.83,0.61,52.6,32.4,1,22.1,5.5,41.2,112,377.8,67.8,15,4,5.0,17.0,0.95,X-Ray Tube Anode
8.0,15399.0,47760.0,95,52.3,47.8,13,5.18,0.53,0.33,49.0,31.2,1,26.9,5.8,30.7,90,386.7,65.8,9,1,28.6,107.0,0.68,X-Ray Tube Anode
3.1,7038.0,21298.0,105,29.3,41.1,6,4.64,0.3,0.18,40.6,27.6,1,30.5,6.8,30.1,85,410.8,89.4,5,1,54.2,181.0,0.47,Coolant Loop Unit
8.7,17039.0,62349.0,125,76.3,74.2,14,5.27,0.77,0.53,48.1,29.2,2,25.0,4.9,40.4,115,398.7,70.1,15,4,5.0,13.0,0.96,X-Ray Tube Anode
3.2,6077.0,22513.0,2,23.3,43.5,3,4.49,0.25,0.12,34.8,26.8,1,30.2,6.9,29.3,84,403.5,88.9,2,0,69.8,237.0,0.28,Coolant Loop Unit
4.2,8127.0,22187.0,66,41.9,41.3,7,4.59,0.47,0.21,38.0,27.0,0,28.7,6.5,27.0,84,400.8,84.5,7,0,52.1,184.0,0.45,X-Ray Tube Anode
9.1,16365.0,49911.0,113,63.3,59.1,13,4.83,0.68,0.31,35.8,29.2,0,26.4,6.5,29.9,88,401.0,70.4,7,1,33.9,115.0,0.68,X-Ray Tube Anode
8.0,18358.0,56175.0,170,63.2,62.4,13,4.99,0.63,0.59,47.0,31.4,2,25.4,4.3,37.6,108,397.2,74.6,14,0,17.5,59.0,0.82,X-Ray Tube Anode
10.3,23742.0,64748.0,162,98.0,95.9,21,5.34,1.0,0.63,42.6,32.1,2,22.3,4.3,46.7,129,374.0,66.2,17,7,5.0,14.0,0.96,X-Ray Tube Anode
8.1,17419.0,64409.0,42,71.3,78.7,14,4.79,0.67,0.43,47.6,29.4,1,25.3,6.1,38.2,103,399.8,70.6,9,1,19.0,62.0,0.81,X-Ray Tube Anode
7.0,13459.0,47924.0,20,75.3,82.6,16,4.95,0.72,0.31,42.9,32.8,0,24.4,5.3,41.1,114,408.8,74.0,10,3,13.0,50.0,0.87,X-Ray Tube Anode
1.6,2931.0,8165.0,97,5.0,32.7,1,4.21,0.14,0.09,31.0,25.2,1,31.4,6.9,29.0,78,408.0,93.7,1,1,73.9,251.0,0.28,Coolant Loop Unit
4.7,8575.0,26155.0,68,32.3,32.7,11,4.7,0.42,0.15,37.8,29.6,0,28.3,6.6,30.6,96,404.6,80.5,10,1,47.7,163.0,0.54,X-Ray Tube Anode
3.5,6802.0,18083.0,173,21.4,25.9,4,4.45,0.34,0.39,49.4,26.5,0,31.8,7.0,23.7,74,399.2,87.1,4,1,55.9,187.0,0.45,Coolant Loop Unit
3.3,8012.0,27580.0,75,30.9,34.6,10,4.56,0.46,0.07,36.2,25.4,3,32.9,6.3,27.2,85,401.2,87.6,8,2,42.9,150.0,0.58,X-Ray Tube Anode
11.7,23018.0,61735.0,125,90.6,80.4,18,5.14,0.9,0.63,45.8,33.5,0,26.4,5.1,40.9,109,406.9,60.7,20,3,5.0,23.0,0.94,X-Ray Tube Anode
5.0,10282.0,40912.0,170,34.2,50.5,4,4.61,0.4,0.33,37.0,29.2,1,28.7,5.3,29.9,89,387.8,85.5,6,3,40.8,134.0,0.6,Coolant Loop Unit
10.8,20159.0,74003.0,47,84.4,86.9,16,5.41,0.81,0.53,41.3,33.4,2,21.7,5.3,37.2,105,414.4,62.1,15,3,5.0,12.0,0.98,X-Ray Tube Anode
7.8,15172.0,46811.0,5,59.0,55.0,16,4.93,0.57,0.47,47.0,28.4,1,26.4,6.6,29.5,84,408.1,73.9,12,2,18.7,59.0,0.83,X-Ray Tube Anode
9.6,20856.0,70241.0,49,94.2,88.3,20,5.1,0.96,0.54,45.6,33.2,0,22.7,5.7,40.8,112,414.8,65.2,19,4,5.0,22.0,0.91,X-Ray Tube Anode
6.3,13976.0,54047.0,124,50.7,63.8,10,4.62,0.52,0.55,45.9,26.5,1,29.6,5.5,34.0,93,402.5,79.3,13,1,23.1,74.0,0.78,X-Ray Tube Anode
7.1,14067.0,46860.0,37,71.2,69.1,13,5.14,0.8,0.34,41.1,32.3,1,23.6,5.4,35.2,99,395.8,76.6,9,0,24.8,83.0,0.76,X-Ray Tube Anode
6.2,11344.0,31330.0,162,47.6,45.4,8,4.74,0.46,0.16,38.2,22.3,2,29.3,5.9,30.6,87,403.7,81.6,4,0,53.2,176.0,0.49,X-Ray Tube Anode
2.7,5693.0,17466.0,146,32.9,42.2,5,4.58,0.42,0.1,33.5,26.4,1,27.9,6.0,29.5,82,406.0,83.6,4,1,56.3,200.0,0.46,Coolant Loop Unit
8.8,17299.0,65125.0,19,70.1,66.6,13,4.95,0.68,0.54,47.9,27.6,0,28.6,6.6,33.5,99,415.4,69.9,14,2,12.3,39.0,0.89,X-Ray Tube Anode
3.7,7285.0,25252.0,40,22.9,37.6,4,4.55,0.27,0.23,35.9,25.8,1,31.3,7.1,24.1,76,397.7,85.1,3,1,57.6,204.0,0.4,Coolant Loop Unit
0.8,1927.0,6699.0,17,5.6,22.7,2,4.22,0.18,0.16,36.3,24.6,1,31.6,7.0,24.5,74,396.7,97.7,3,1,71.9,244.0,0.28,Coolant Loop Unit
7.9,17679.0,67185.0,99,59.6,52.1,12,4.89,0.6,0.56,50.4,26.5,0,27.4,6.5,33.6,89,408.5,72.8,15,0,27.1,90.0,0.71,X-Ray Tube Anode
2.5,5555.0,21337.0,93,21.3,44.8,2,4.33,0.27,0.15,39.4,23.2,0,29.3,6.8,28.2,75,398.1,87.7,3,0,66.2,229.0,0.31,Coolant Loop Unit
11.3,23661.0,91796.0,42,96.0,88.1,19,5.49,0.92,0.64,51.2,32.9,3,23.1,5.5,40.7,115,395.2,54.4,19,3,5.0,17.0,0.98,X-Ray Tube Anode
11.5,24090.0,63653.0,123,96.7,87.2,23,5.33,1.06,0.66,56.0,35.6,2,22.2,4.8,43.6,117,395.7,59.8,17,4,5.0,24.0,0.94,X-Ray Tube Anode
11.0,24011.0,79624.0,107,98.0,97.7,24,5.47,0.95,0.84,53.3,33.2,2,19.5,4.6,46.9,127,383.8,59.2,20,7,5.0,16.0,0.98,X-Ray Tube Anode
4.8,10881.0,39290.0,72,42.3,42.7,8,4.53,0.48,0.4,43.8,28.6,0,26.9,7.0,27.8,81,394.3,84.4,6,1,39.4,132.0,0.6,X-Ray Tube Anode
0.7,1553.0,5646.0,65,5.0,17.3,4,4.52,0.13,0.24,39.5,26.3,0,31.3,8.0,21.2,68,403.4,96.1,3,1,71.7,242.0,0.27,Coolant Loop Unit
11.2,21459.0,73178.0,109,98.0,94.8,19,5.57,0.99,0.69,48.8,30.5,1,22.6,4.8,46.9,129,400.0,62.1,16,7,5.0,23.0,0.96,X-Ray Tube Anode
5.4,11662.0,32073.0,53,41.1,44.0,9,4.41,0.44,0.36,39.8,26.6,1,28.0,6.9,30.8,85,403.8,81.0,9,1,41.0,141.0,0.59,X-Ray Tube Anode
11.6,24260.0,89667.0,135,98.0,94.6,25,5.26,0.97,0.62,48.8,31.4,1,22.9,4.4,41.9,114,410.6,54.1,19,3,5.0,13.0,0.96,X-Ray Tube Anode
11.6,27904.0,99902.0,133,98.0,84.0,19,5.45,1.0,0.81,53.9,30.9,0,25.0,5.7,36.9,100,419.1,58.5,16,4,5.0,10.0,0.94,X-Ray Tube Anode
10.3,23114.0,60772.0,24,94.4,76.8,24,5.14,0.91,0.66,50.8,33.8,2,23.0,5.0,38.6,103,397.8,62.9,19,3,5.0,18.0,0.94,X-Ray Tube Anode
3.9,8444.0,26984.0,28,27.4,39.5,5,4.51,0.4,0.27,41.1,27.1,2,31.5,6.7,26.2,82,390.9,84.4,5,2,49.8,165.0,0.49,Coolant Loop Unit
4.9,9270.0,25593.0,62,14.5,24.1,4,4.44,0.29,0.28,43.9,26.1,3,31.6,6.9,25.1,73,396.5,83.4,5,2,55.7,181.0,0.42,Coolant Loop Unit
10.3,22880.0,68783.0,17,89.3,87.6,20,5.24,0.93,0.5,46.0,32.5,1,22.6,6.4,41.9,114,406.2,60.4,16,4,5.0,22.0,0.97,X-Ray Tube Anode
4.1,7800.0,19712.0,20,30.8,44.4,4,4.65,0.38,0.36,41.7,25.5,2,29.6,6.8,29.8,91,419.7,89.1,3,0,52.5,172.0,0.48,Coolant Loop Unit
2.4,4987.0,15461.0,3,18.2,41.2,3,4.31,0.11,0.18,36.2,28.0,0,31.4,6.4,27.3,78,401.3,86.3,3,0,64.8,211.0,0.36,Coolant Loop Unit
6.9,13116.0,43608.0,165,54.4,63.7,10,4.52,0.61,0.29,36.7,31.5,2,27.0,4.8,33.6,97,403.8,70.6,8,1,30.0,101.0,0.71,X-Ray Tube Anode
11.3,25736.0,88259.0,143,98.0,82.2,20,5.52,0.96,0.77,56.4,32.3,1,24.5,4.9,42.0,117,398.2,61.3,16,3,5.0,16.0,0.96,X-Ray Tube Anode
8.5,16536.0,57796.0,51,66.7,72.7,13,5.15,0.69,0.42,42.2,31.5,0,25.2,5.8,39.1,117,401.2,75.7,8,0,29.9,97.0,0.75,X-Ray Tube Anode
7.1,14636.0,54949.0,176,59.9,64.8,16,5.29,0.54,0.49,42.9,27.9,1,24.7,4.9,38.5,109,409.9,72.4,11,1,21.1,73.0,0.8,X-Ray Tube Anode
1.6,3926.0,11083.0,136,15.4,34.2,3,4.05,0.26,0.23,38.7,27.2,1,30.3,6.4,26.6,77,406.5,94.7,3,0,66.9,226.0,0.29,Coolant Loop Unit
7.6,14714.0,39443.0,141,57.5,66.9,12,5.0,0.54,0.52,45.7,32.0,2,23.5,5.6,35.9,106,399.5,75.7,12,2,20.2,80.0,0.79,X-Ray Tube Anode
11.9,25619.0,96771.0,176,95.3,88.2,20,5.05,0.96,0.72,55.8,33.2,2,22.2,4.6,44.1,124,402.0,56.7,18,4,5.0,16.0,0.93,X-Ray Tube Anode
2.1,4419.0,12086.0,3,22.4,35.0,9,4.73,0.35,0.13,37.0,23.5,0,29.4,7.0,26.7,79,397.1,90.0,6,0,58.8,194.0,0.42,Coolant Loop Unit
6.5,11711.0,46402.0,73,44.6,53.9,9,4.81,0.48,0.31,49.8,30.9,2,27.0,6.3,31.0,90,409.5,80.3,9,1,34.8,120.0,0.64,X-Ray Tube Anode
10.6,24938.0,93863.0,159,96.8,83.7,20,5.22,1.03,0.66,49.6,30.6,1,23.3,5.1,39.1,103,414.9,63.0,17,4,5.0,19.0,0.96,X-Ray Tube Anode
9.0,16670.0,54199.0,105,70.8,63.2,14,5.17,0.7,0.49,52.0,30.2,0,25.1,5.7,36.5,102,393.0,69.1,13,2,11.7,38.0,0.87,X-Ray Tube Anode
8.5,18155.0,72115.0,118,74.3,74.4,15,5.01,0.8,0.52,49.1,32.4,1,23.9,4.9,38.1,106,393.7,65.4,14,1,13.3,37.0,0.87,X-Ray Tube Anode
8.6,18808.0,49768.0,154,69.6,63.4,14,5.08,0.66,0.49,46.8,31.2,1,24.5,4.7,35.0,99,397.1,70.3,9,1,19.1,73.0,0.8,X-Ray Tube Anode
4.6,10380.0,30669.0,34,51.5,47.7,9,4.85,0.62,0.24,44.9,25.0,1,30.1,6.8,31.0,96,406.8,85.7,6,0,45.0,147.0,0.54,X-Ray Tube Anode
3.9,8846.0,30583.0,137,25.9,28.1,4,4.77,0.38,0.28,44.5,25.6,1,30.7,6.4,24.2,67,396.6,86.9,5,1,55.9,194.0,0.45,Coolant Loop Unit
9.8,19393.0,58663.0,62,69.3,70.7,13,5.3,0.75,0.53,48.6,30.6,2,23.0,5.6,35.9,96,407.5,66.3,14,0,14.3,55.0,0.87,X-Ray Tube Anode
9.8,17738.0,69046.0,120,76.3,70.7,15,5.03,0.77,0.43,51.5,32.6,1,24.3,5.3,37.4,108,387.5,69.5,11,3,9.5,31.0,0.93,X-Ray Tube Anode
10.5,24151.0,62755.0,115,98.0,93.6,21,5.53,0.91,0.76,50.2,33.9,1,24.3,4.3,43.2,120,399.4,64.0,19,3,5.0,21.0,0.97,X-Ray Tube Anode
11.0,23929.0,79544.0,13,91.1,81.3,19,5.35,0.9,0.83,50.3,33.9,1,21.8,6.3,41.8,116,401.1,64.1,17,4,5.0,22.0,0.97,X-Ray Tube Anode
6.4,15219.0,51537.0,69,64.2,64.6,13,4.76,0.73,0.53,44.7,30.6,1,25.1,5.8,36.4,98,392.5,79.1,12,0,23.8,76.0,0.77,X-Ray Tube Anode
6.3,14885.0,51786.0,169,50.0,53.1,8,4.7,0.56,0.39,48.8,28.3,1,28.5,6.2,32.4,93,398.9,75.4,6,0,37.2,134.0,0.62,X-Ray Tube Anode
9.7,23139.0,66722.0,77,85.1,82.6,18,5.57,0.79,0.66,53.9,32.2,0,22.2,5.6,42.8,120,408.9,65.9,16,7,5.0,19.0,0.96,X-Ray Tube Anode
8.0,17062.0,51986.0,1,77.3,71.2,19,5.18,0.74,0.63,47.2,32.8,0,22.2,6.2,36.8,101,398.9,72.8,17,4,5.0,6.0,0.97,X-Ray Tube Anode
8.6,17433.0,65643.0,89,72.7,80.1,15,5.22,0.82,0.42,37.2,29.7,0,22.9,4.7,42.5,115,403.3,62.1,13,0,18.3,63.0,0.84,X-Ray Tube Anode
9.7,22721.0,63446.0,47,98.0,97.3,21,5.34,1.01,0.72,50.2,35.0,7,22.7,5.3,42.1,118,411.4,65.8,18,3,5.0,14.0,0.95,X-Ray Tube Anode
